Time,Age,Gender,Response,CleanedResponse,Topic,Topic_Description,X,Y
Aug 31 18 04:10:27 am,65 and up,Female,Affordability Especially for some children??s events. A lot of the events <br>that come to the Kelowna Community Threatre are quite expensive <br>for families who have more than one child to bring <br>to the event. Often families don??t participte because of the <br>prohibitive costs. Hockey games should have special low cost tickets <br>for kids?? especially afternoon games. Veron Arts Centre has a <br>4 concert series for families. The tickets are $12 each <br>and there is a package deal if you buy all <br>4 in advance. The performamces are ,affordability especially children lot threatre expensive family child bring family participte prohibitive cost hockey game special low cost ticket kid especially afternoon game veron concert series family ticket package deal buy advance performamce,2,Need more winter events and more advertisings,-3.0374708,5.0872097
Aug 31 18 04:40:04 pm,65 and up,Male,"Increased municipal and private financial support for artistic presentations, concerts and <br>performances, leading to creation of more community-supported cultural undertakings, especially <br>in the area of drama, film and/or music festivals. Need <br>more local recognition of artists, writers and performers. The city <br>might sponsor annual artist/writer/performer in residence. ",increase municipal private financial artistic presentation concert performance lead creation communitysupported cultural undertaking especially drama film andor music festivalsneed local recognition artist writer performer sponsor annual artistwriterperformer residence,1,"Need new theatre, more venue and space",1.6468256,-9.374781
Aug 31 18 07:05:22 pm,65 and up,Female,"I would love to see more places to hang and sell <br>our work. We could enhance many venues (city hall, for <br>starts) with juried, original artwork, and the city could benefit <br>from commissions on the sales. A weekly art market either <br>in the park or at Kasugai Gardens would be wonderful. <br>Alternatively allowing artists to paint and sell their work (much <br>like buskers do) at designated places all over downtown would <br>be a terrific way to entertain tourists. Come to Kelowna! <br>See our community of artists at work! ",love hang sell enhance venue hall start juried original artwork benefit commission sale weekly market park kasugai garden wonderful alternatively artist paint sell busker designate downtown terrific entertain tourist artist,1,"Need new theatre, more venue and space",2.4858284,-9.119558
Sep 02 18 08:53:22 pm,45 to 54,Prefer to not disclose,"Events should be free to the public! Kelowna does not promote <br>Arts and Culture well, it's very difficult to know what's <br>going on and there is no epicentre for the dissemination <br>of what's happening. Kelowna should have free artists studios! ",free difficult know s epicentre dissemination s happen free artist studio,1,"Need new theatre, more venue and space",-3.7988067,-1.3650068
Sep 03 18 07:30:38 am,65 and up,Female,More opportunities for local artists/artisans at indoor venues. ,opportunity local artistsartisan indoor venue,1,"Need new theatre, more venue and space",1.4554281,-12.588598
Sep 03 18 09:03:44 am,Prefer not to disclose,Female,"The most important improvement would be upgrading facilities. KCT needs to <br>be rebuilt - preferably larger and on a different site <br>to improve access for the public and to avoid leaving <br>local groups homeless while the new facility is being built. <br>RCA desperately needs modest investment in the public spaces - <br>new carpet being the highest priority. Finally, Kelowna needs a <br>controlled-access outdoor performance facility with at least 1,500 seats. For <br>years there has been minimal investment (public and private) in <br>facilities and this is a key limiting factor in improving <br>the range and quality of cultural offerings. ",important improvement upgrade facility kct need rebuild preferably large different site improve access avoid leave local group homeless new facility build rca desperately need modest investment space new carpet high priority finally need controlledaccess outdoor performance facility seat minimal investment private facility key limit factor improve range quality cultural offering,1,"Need new theatre, more venue and space",-3.1751409,-7.394467
Sep 03 18 04:53:21 pm,65 and up,Female,"A new larger, contemporary theatre, better promotion of events and activities, <br>somehow deal with the homeless people camped out on the <br>Art Walk, provide ongoing and additional financial support to new <br>and existing arts organizations. Private developers should be required to <br>include some form of arts as part of their projects. <br>Particularly the large buildings and developments that are currently underway <br>or approved to proceed. ",new large contemporary theatre promotion activity deal homeless camp walk provide ongoing additional financial new existing organizationsprivate developer require include form project particularly large building development currently underway approve proceed,3,Need more promotions and free stuff,-5.356018,-1.5335262
Sep 17 18 09:51:58 am,25 to 34,Female,more opportunities in more neighbourhoods ,opportunity neighbourhood,1,"Need new theatre, more venue and space",1.4288666,0.69407886
Oct 10 18 11:11:37 am,35 to 44,Female,"More opportunities for art galleries & artist studio spaces downtown, larger <br>theatre space with balcony and orchestra section, more public art, <br>street festivals & busking downtown regularily, Shakespeare in the park <br>",opportunity gallery artist studio space downtown large theatre space balcony orchestra section street festival busk downtown regularily shakespeare park,1,"Need new theatre, more venue and space",-3.838237,-9.325497
Oct 10 18 11:16:47 am,45 to 54,Female,*Does it really need to be improved? *support organizations to greater <br>levels so they can increase their capacity -> increase their <br>level of professionalism ,need improvedsupport organization great level increase capacity increase level professionalism,1,"Need new theatre, more venue and space",-0.42100316,6.5934763
